,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
53,2021-02-28,Claravis,isotretinoin,This isn’t about the drug but about the packaging... THERES SO MUCH PACKAGING! I get it I don’t want to be pregnant either but damn I think I got rid an entire species by taking this drug for months,8.0,,For Acne:,"Teva Pharmaceuticals USA, Inc.",
54,2021-02-28,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"I started this only a week ago and suddenly have a huge cystic pimples, cramping, nausea, and bloating. I also have been so irritable. I do not recommended at all",4.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
55,2021-02-27,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"I started Junel fe February 7 after a 10 week medical abortion. Here's my opinion 

•It did lighten the after abortion bleeding 
•I am getting more acne (I'm someone who never gets pimples so this is new)
•My anxiety and depression has heightened (I've always had these problems growing up but I'm noticing I'm becoming extremely empathetic & my anxiety, I have become self conscious and more of an introvert.)
•I feel like a ticking time bomb (I feel Like I'm going to cry at everything I'm very emotional  which is unlike me. I'm not sure if the birth control is at fault for ALL my emotional breakdowns)
•Not change in weight but I am also trying extremely hard to lose weight so I wouldn't say it's harder or easier to lose weight
• getting more headaches but usually fixable by taking a Tylenol
 I look Forward to updating you all on my experience. As a person who doesn't like birth control and has super sensitive hormones this birth control has not been horrible.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
56,2021-02-27,Antabuse,disulfiram,"After taking it for about 2 weeks I tried a 50 ml (airline bottle) of Jack Daniels. I thought I was going to die. It may not work after a single dose but once it builds up in your system the effects can feel really bad.

As far as side effects. I found serious digestive issues every time I took it in the morning - even after food. Taking it before bed solved the side effects for me. If you are having side effects you might try taking it with food (or not) and at different times of day.",8.0,,For Alcohol Dependence:,"Teva Pharmaceuticals USA, Inc.",10 / 10
57,2021-02-27,Qvar RediHaler,beclomethasone,"Accidentally got bottom of Redi-Inhaler wet. Sat on unseen water puddle by sink. Immediately removed from puddle but next morning usage, device did not dispense any medicine. So read here about peeling off stickers, twisting the plastic canister to expose the silver canister. Dried all parts and Inhaler now still works using just the bottom half of the plastic canister with the mouthpiece. Top half of the plastic canister makes the counter work so I am letting that dry for a day to see if replacing that will restart the counter. Bottom line, do not let plastic canister get wet. Also, I too liked Qvar better when it was not a Redi-Inhaler. Was just easier.",2.0,Taken for less than 1 month,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",9 / 10
58,2021-02-26,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Prior to taking this birth control my cycle was TERRIBLE. Throwing up, awful cramps first 5 days, heavy bleeding 7+ days.. I’ve been taking Junel a little under a year now and I love it. My cycle lasts around 3-4 days of super light bleeding and no cramps and no noticeable mood changes or weight gain. Some months I won’t even have bleeding- that’s how light it is! This is one of the many birth controls I have been on that has actually worked for me. Everyone is different and bodies all work differently so don’t rule it out if the reviews scare you!",4.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
59,2021-02-26,Aviane,ethinyl estradiol/levonorgestrel,"I was on aviane for 9 months before I started having side effects. At first, it was perfect: no period, great mood, lost weight, and no acne. Then right at 9 months, I started having severe depression and anxiety, to the point I almost took my own life. It was horrible, and nothing else has changed in my life. I decided to get off of it and stayed off for 5 months. For some reason, I stupidly got back on Aviane again 2 months ago and I immediately felt a horrible difference within the first week. I toughed out the month and then got off of it again. Since then I have still felt the side effects. I feel as if I developed depression and severe anxiety and it won't go away now. I have been off this pill for 6 months now and I feel as if I'm still on hormones. 
I suggest if you try this pill try keeping a journal to track how you feel. Mental health should come first! Be safe with any birth control it can get dark really quick.",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
60,2021-02-26,Sprintec,ethinyl estradiol/norgestimate,"I'd say over all it's been good. My skin is super clear and I didn't gain any weight. However after being on it for now 7 months I've started to have more depressive episodes, and sometimes pretty poor self image. I've also had a good amount of severe mood swings. With all that said my periods are really light and non painful which in my opinion is an ok trade off due to my periods before hand being super painful. It does its job well for me, I just have to jump through the hoop of mild depression.",6.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",7 / 10
61,2021-02-26,Sprintec,ethinyl estradiol/norgestimate,"The first month of Sprintec was a nightmare. I was nauseous everyday to the point where I could not eat somedays. My skin was not very bad before but got much worse on this pill. The pimples were painful and always covered my forehead. The moods I have experienced are the worst ever. I constantly want to cry, am angry, and sensitive to everything. Took for 3 months and so much increased anxiety this drug isn't for me.",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
62,2021-02-25,Aviane,ethinyl estradiol/levonorgestrel,"I really liked aviane, I had used it previously but had to go off because I was admitted into a unit where my hormones had to be properly monitored without any interference. I went on back on it again in September because I got a new boyfriend and wanted extra peace of mind. For the first couple months it worked great no super huge side effects, other than being a little bit more of a cry baby and more dryness. 
Made my periods lighter and my cramps way better, no weight gain. 
But the past two months I’ve gotten such bad breast tenderness that it changes everyday living and couldn’t even sleep because I’m a stomach sleeper, so I have an up coming doctors appointment to switch off of it.",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
63,2021-02-25,Sprintec,ethinyl estradiol/norgestimate,I’ve been on Sprintec for the last 3 months and it made my mental health go down so bad. I’m such a toxic person now. I hate it so much. It makes me hungry all the time and if I don’t eat my stomach hurts really bad. It makes me sleep a lot. I have negative thoughts very often. It just makes me very depressed and I don’t know why. And IM always tired and sleeping and I have no motivation at all. All I want to do now is stay in bed and I have no motivation to have a social life. Me as a person changed so much I have so many mood swings now.,6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
64,2021-02-24,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"I started this pill after switching over from Sprintec--I get terrible migraines around my period so my Dr. suggested I go on a pill with less estrogen. I have been on the pill for over 4 months now and I can't stand it, I am finally taking myself off of it. I have not had my period ever since I switched over--I think the estrogen level may be too low in the pill for me, and causing a hormonal imbalance of sorts, because before I was on any pill at all, I was also having trouble getting my period, so I needed something to help induce it. I have not had period, I have been pretty emotionless, my migraines have increased (I previously had them under control -- only 3-4 a month, but now I'm back to 9-12), my libido is gone, I'm tired all day, fall asleep easy, but can't stay asleep, and my skin is dry. I ordered an at-home hormone test to hopefully see if my levels are out-of-whack, but right now, I believe the pill is causing some of these symptoms, and it is best to go off of it.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
